index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00124829,-184,0.0179532,-8208,-9.79074,224,0.13975
1,10,1,0.00249658,-168,0.0371544,-8200,-9.78107,200,0.111112
2,10,2,0.00374488,-208,-0.0108487,-8216,-9.80042,200,0.111112
3,10,3,0.00499317,-192,0.00835254,-8232,-9.81978,208,0.120658
4,10,4,0.00624146,-200,-0.00124807,-8248,-9.83914,180,0.0872481
5,10,5,0.00748975,-176,0.0275538,-8216,-9.80042,240,0.158841
6,10,6,0.00873804,-192,0.00835254,-8200,-9.78107,172,0.0777023
7,10,7,0.00998634,-184,0.0179532,-8224,-9.8101,240,0.158841
8,10,8,0.0112346,-200,-0.00124807,-8240,-9.82946,172,0.0777023
9,10,9,0.0124829,-192,0.00835254,-8200,-9.78107,248,0.168387
10,10,10,0.0137312,-148,0.0611559,-8232,-9.81978,216,0.130204
11,10,11,0.0149795,-144,0.0659562,-8184,-9.76171,224,0.13975
12,11,0,0.0162278,-184,0.0179532,-8208,-9.79074,224,0.13975
13,11,1,0.0174761,-168,0.0371544,-8200,-9.78107,200,0.111112
14,11,2,0.0187244,-208,-0.0108487,-8216,-9.80042,200,0.111112
15,11,3,0.0199727,-192,0.00835254,-8232,-9.81978,208,0.120658
16,11,4,0.021221,-200,-0.00124807,-8248,-9.83914,180,0.0872481
17,11,5,0.0224693,-176,0.0275538,-8216,-9.80042,240,0.158841
18,11,6,0.0237175,-192,0.00835254,-8200,-9.78107,172,0.0777023
19,11,7,0.0249658,-184,0.0179532,-8224,-9.8101,240,0.158841
20,11,8,0.0262141,-200,-0.00124807,-8240,-9.82946,172,0.0777023
21,11,9,0.0274624,-192,0.00835254,-8200,-9.78107,248,0.168387
22,11,10,0.0287107,-148,0.0611559,-8232,-9.81978,216,0.130204
23,11,11,0.029959,-144,0.0659562,-8184,-9.76171,224,0.13975
24,12,0,0.0312073,-176,0.0275538,-8192,-9.77139,220,0.134977
25,12,1,0.0324556,-164,0.0419547,-8208,-9.79074,184,0.092021
26,13,0,0.0337039,-216,-0.0204493,-8216,-9.80042,224,0.13975
27,13,1,0.0349522,-208,-0.0108487,-8208,-9.79074,156,0.0586109
28,13,2,0.0362005,-208,-0.0108487,-8232,-9.81978,224,0.13975
29,13,3,0.0374488,-200,-0.00124807,-8248,-9.83914,208,0.120658
30,13,4,0.0386971,-160,0.046755,-8192,-9.77139,216,0.130204
31,13,5,0.0399453,-176,0.0275538,-8216,-9.80042,156,0.0586109
32,13,6,0.0411936,-192,0.00835254,-8252,-9.84398,208,0.120658
33,13,7,0.0424419,-192,0.00835254,-8216,-9.80042,232,0.149295
34,14,0,0.0436902,-180,0.0227535,-8224,-9.8101,224,0.13975
35,14,1,0.0449385,-184,0.0179532,-8260,-9.85365,240,0.158841
36,14,2,0.0461868,-200,-0.00124807,-8232,-9.81978,184,0.092021
37,14,3,0.0474351,-184,0.0179532,-8176,-9.75203,232,0.149295
38,14,4,0.0486834,-200,-0.00124807,-8200,-9.78107,156,0.0586109
39,14,5,0.0499317,-192,0.00835254,-8232,-9.81978,180,0.0872481
40,14,6,0.05118,-200,-0.00124807,-8216,-9.80042,200,0.111112
41,14,7,0.0524283,-208,-0.0108487,-8208,-9.79074,264,0.187478
42,15,0,0.0536766,-160,0.046755,-8208,-9.79074,200,0.111112
43,15,1,0.0549248,-192,0.00835254,-8192,-9.77139,224,0.13975
44,15,2,0.0561731,-200,-0.00124807,-8224,-9.8101,216,0.130204
45,15,3,0.0574214,-156,0.0515553,-8224,-9.8101,248,0.168387
46,15,4,0.0586697,-184,0.0179532,-8208,-9.79074,288,0.216116
47,15,5,0.059918,-184,0.0179532,-8208,-9.79074,224,0.13975
48,15,6,0.0611663,-208,-0.0108487,-8248,-9.83914,224,0.13975
49,15,7,0.0624146,-208,-0.0108487,-8200,-9.78107,216,0.130204
50,16,0,0.0636629,-176,0.0275538,-8168,-9.74235,184,0.092021
51,16,1,0.0649112,-208,-0.0108487,-8224,-9.8101,216,0.130204
52,16,2,0.0661595,-200,-0.00124807,-8240,-9.82946,216,0.130204
53,16,3,0.0674078,-200,-0.00124807,-8208,-9.79074,224,0.13975
54,16,4,0.0686561,-168,0.0371544,-8216,-9.80042,192,0.101567
55,16,5,0.0699044,-184,0.0179532,-8248,-9.83914,208,0.120658
56,16,6,0.0711526,-144,0.0659562,-8248,-9.83914,216,0.130204
57,16,7,0.0724009,-200,-0.00124807,-8200,-9.78107,172,0.0777023
58,17,0,0.0736492,-200,-0.00124807,-8232,-9.81978,224,0.13975
59,17,1,0.0748975,-192,0.00835254,-8208,-9.79074,240,0.158841
60,17,2,0.0761458,-192,0.00835254,-8200,-9.78107,192,0.101567
61,17,3,0.0773941,-192,0.00835254,-8208,-9.79074,208,0.120658
62,17,4,0.0786424,-184,0.0179532,-8232,-9.81978,240,0.158841
63,17,5,0.0798907,-208,-0.0108487,-8256,-9.84881,264,0.187478
64,17,6,0.081139,-168,0.0371544,-8224,-9.8101,192,0.101567
65,17,7,0.0823873,-216,-0.0204493,-8192,-9.77139,216,0.130204
66,18,0,0.0836356,-208,-0.0108487,-8216,-9.80042,224,0.13975
67,18,1,0.0848839,-200,-0.00124807,-8248,-9.83914,240,0.158841
68,18,2,0.0861321,-184,0.0179532,-8208,-9.79074,184,0.092021
69,18,3,0.0873804,-192,0.00835254,-8232,-9.81978,232,0.149295
