index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00124889,-184,0.0179532,-8224,-9.8101,272,0.197024
1,10,1,0.00249778,-192,0.00835254,-8240,-9.82946,296,0.225661
2,10,2,0.00374666,-200,-0.00124807,-8208,-9.79074,336,0.27339
3,10,3,0.00499555,-208,-0.0108487,-8276,-9.87301,316,0.249526
4,10,4,0.00624444,-224,-0.0300499,-8200,-9.78107,284,0.211343
5,10,5,0.00749333,-216,-0.0204493,-8216,-9.80042,284,0.211343
6,10,6,0.00874222,-232,-0.0396505,-8232,-9.81978,336,0.27339
7,10,7,0.0099911,-208,-0.0108487,-8208,-9.79074,344,0.282936
8,11,0,0.01124,-192,0.00835254,-8192,-9.77139,300,0.230434
9,11,1,0.0124889,-216,-0.0204493,-8272,-9.86817,300,0.230434
10,11,2,0.0137378,-200,-0.00124807,-8200,-9.78107,328,0.263844
11,11,3,0.0149867,-200,-0.00124807,-8240,-9.82946,272,0.197024
12,11,4,0.0162355,-200,-0.00124807,-8208,-9.79074,336,0.27339
13,11,5,0.0174844,-184,0.0179532,-8232,-9.81978,320,0.254299
14,11,6,0.0187333,-232,-0.0396505,-8216,-9.80042,324,0.259071
15,11,7,0.0199822,-208,-0.0108487,-8216,-9.80042,324,0.259071
16,12,0,0.0212311,-256,-0.0684524,-8208,-9.79074,316,0.249526
17,12,1,0.02248,-224,-0.0300499,-8216,-9.80042,320,0.254299
18,12,2,0.0237289,-200,-0.00124807,-8216,-9.80042,352,0.292482
19,12,3,0.0249778,-192,0.00835254,-8224,-9.8101,316,0.249526
20,12,4,0.0262267,-232,-0.0396505,-8224,-9.8101,360,0.302027
21,12,5,0.0274755,-224,-0.0300499,-8216,-9.80042,316,0.249526
22,12,6,0.0287244,-192,0.00835254,-8192,-9.77139,308,0.23998
23,12,7,0.0299733,-208,-0.0108487,-8200,-9.78107,360,0.302027
24,12,8,0.0312222,-184,0.0179532,-8256,-9.84881,280,0.20657
25,12,9,0.0324711,-216,-0.0204493,-8224,-9.8101,344,0.282936
26,13,0,0.03372,-232,-0.0396505,-8224,-9.8101,316,0.249526
27,13,1,0.0349689,-232,-0.0396505,-8200,-9.78107,352,0.292482
28,13,2,0.0362178,-176,0.0275538,-8216,-9.80042,324,0.259071
29,13,3,0.0374666,-232,-0.0396505,-8232,-9.81978,356,0.297254
30,13,4,0.0387155,-208,-0.0108487,-8224,-9.8101,340,0.278163
31,13,5,0.0399644,-216,-0.0204493,-8240,-9.82946,332,0.268617
32,14,0,0.0412133,-200,-0.00124807,-8232,-9.81978,292,0.220888
33,14,1,0.0424622,-184,0.0179532,-8232,-9.81978,352,0.292482
34,14,2,0.0437111,-216,-0.0204493,-8232,-9.81978,336,0.27339
35,14,3,0.04496,-216,-0.0204493,-8216,-9.80042,344,0.282936
36,14,4,0.0462089,-216,-0.0204493,-8256,-9.84881,360,0.302027
37,14,5,0.0474577,-168,0.0371544,-8264,-9.85849,300,0.230434
38,14,6,0.0487066,-208,-0.0108487,-8216,-9.80042,296,0.225661
39,14,7,0.0499555,-192,0.00835254,-8224,-9.8101,308,0.23998
40,15,0,0.0512044,-232,-0.0396505,-8232,-9.81978,336,0.27339
41,15,1,0.0524533,-176,0.0275538,-8216,-9.80042,308,0.23998
42,15,2,0.0537022,-216,-0.0204493,-8208,-9.79074,292,0.220888
43,15,3,0.0549511,-224,-0.0300499,-8216,-9.80042,300,0.230434
44,15,4,0.0562,-224,-0.0300499,-8248,-9.83914,280,0.20657
45,15,5,0.0574489,-200,-0.00124807,-8200,-9.78107,376,0.321119
46,15,6,0.0586977,-208,-0.0108487,-8248,-9.83914,328,0.263844
47,15,7,0.0599466,-232,-0.0396505,-8192,-9.77139,308,0.23998
