index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,16,0,0.00124896,-184,0.0179532,-8192,-9.77139,248,0.168387
1,16,1,0.00249792,-132,0.0803571,-8192,-9.77139,216,0.130204
2,16,2,0.00374688,-192,0.00835254,-8208,-9.79074,224,0.13975
3,16,3,0.00499584,-184,0.0179532,-8192,-9.77139,240,0.158841
4,16,4,0.00624481,-176,0.0275538,-8148,-9.71816,260,0.182705
5,16,5,0.00749377,-176,0.0275538,-8148,-9.71816,248,0.168387
6,16,6,0.00874273,-176,0.0275538,-8176,-9.75203,240,0.158841
7,16,7,0.00999169,-176,0.0275538,-8156,-9.72784,288,0.216116
8,16,8,0.0112407,-192,0.00835254,-8152,-9.723,232,0.149295
9,16,9,0.0124896,-140,0.0707565,-8208,-9.79074,256,0.177933
10,16,10,0.0137386,-176,0.0275538,-8148,-9.71816,248,0.168387
11,16,11,0.0149875,-200,-0.00124807,-8168,-9.74235,224,0.13975
12,17,0,0.0162365,-184,0.0179532,-8192,-9.77139,248,0.168387
13,17,1,0.0174855,-132,0.0803571,-8192,-9.77139,216,0.130204
14,17,2,0.0187344,-192,0.00835254,-8208,-9.79074,224,0.13975
15,17,3,0.0199834,-184,0.0179532,-8192,-9.77139,240,0.158841
16,17,4,0.0212323,-176,0.0275538,-8148,-9.71816,260,0.182705
17,17,5,0.0224813,-176,0.0275538,-8148,-9.71816,248,0.168387
18,17,6,0.0237303,-176,0.0275538,-8176,-9.75203,240,0.158841
19,17,7,0.0249792,-176,0.0275538,-8156,-9.72784,288,0.216116
20,17,8,0.0262282,-192,0.00835254,-8152,-9.723,232,0.149295
21,17,9,0.0274771,-140,0.0707565,-8208,-9.79074,256,0.177933
22,17,10,0.0287261,-176,0.0275538,-8148,-9.71816,248,0.168387
23,17,11,0.0299751,-200,-0.00124807,-8168,-9.74235,224,0.13975
24,18,0,0.031224,-216,-0.0204493,-8148,-9.71816,248,0.168387
25,18,1,0.032473,-200,-0.00124807,-8200,-9.78107,284,0.211343
26,19,0,0.033722,-192,0.00835254,-8176,-9.75203,256,0.177933
27,19,1,0.0349709,-192,0.00835254,-8240,-9.82946,336,0.27339
28,19,2,0.0362199,-192,0.00835254,-8216,-9.80042,292,0.220888
29,19,3,0.0374688,-176,0.0275538,-8256,-9.84881,300,0.230434
30,19,4,0.0387178,-192,0.00835254,-8216,-9.80042,256,0.177933
31,19,5,0.0399668,-200,-0.00124807,-8192,-9.77139,296,0.225661
32,19,6,0.0412157,-192,0.00835254,-8216,-9.80042,292,0.220888
33,19,7,0.0424647,-180,0.0227535,-8264,-9.85849,280,0.20657
34,20,0,0.0437136,-184,0.0179532,-8200,-9.78107,384,0.330664
35,20,1,0.0449626,-200,-0.00124807,-8200,-9.78107,272,0.197024
36,20,2,0.0462116,-176,0.0275538,-8256,-9.84881,284,0.211343
37,20,3,0.0474605,-184,0.0179532,-8168,-9.74235,256,0.177933
38,20,4,0.0487095,-144,0.0659562,-8232,-9.81978,264,0.187478
39,20,5,0.0499584,-160,0.046755,-8216,-9.80042,276,0.201797
40,20,6,0.0512074,-184,0.0179532,-8208,-9.79074,264,0.187478
41,20,7,0.0524564,-176,0.0275538,-8232,-9.81978,300,0.230434
42,21,0,0.0537053,-140,0.0707565,-8176,-9.75203,324,0.259071
43,21,1,0.0549543,-176,0.0275538,-8248,-9.83914,288,0.216116
44,21,2,0.0562033,-184,0.0179532,-8256,-9.84881,324,0.259071
45,21,3,0.0574522,-172,0.0323541,-8224,-9.8101,300,0.230434
46,21,4,0.0587012,-152,0.0563556,-8240,-9.82946,272,0.197024
47,21,5,0.0599501,-172,0.0323541,-8200,-9.78107,280,0.20657
48,21,6,0.0611991,-176,0.0275538,-8180,-9.75687,280,0.20657
49,21,7,0.0624481,-124,0.0899578,-8216,-9.80042,284,0.211343
50,22,0,0.063697,-136,0.0755568,-8224,-9.8101,272,0.197024
51,22,1,0.064946,-168,0.0371544,-8184,-9.76171,308,0.23998
52,22,2,0.0661949,-152,0.0563556,-8184,-9.76171,316,0.249526
53,22,3,0.0674439,-152,0.0563556,-8180,-9.75687,300,0.230434
54,22,4,0.0686929,-152,0.0563556,-8184,-9.76171,272,0.197024
55,22,5,0.0699418,-160,0.046755,-8184,-9.76171,316,0.249526
56,22,6,0.0711908,-176,0.0275538,-8180,-9.75687,328,0.263844
57,22,7,0.0724398,-140,0.0707565,-8196,-9.77623,272,0.197024
58,23,0,0.0736887,-148,0.0611559,-8196,-9.77623,264,0.187478
59,23,1,0.0749377,-160,0.046755,-8148,-9.71816,256,0.177933
60,23,2,0.0761866,-184,0.0179532,-8160,-9.73268,256,0.177933
61,23,3,0.0774356,-136,0.0755568,-8192,-9.77139,264,0.187478
62,23,4,0.0786846,-144,0.0659562,-8164,-9.73752,272,0.197024
63,23,5,0.0799335,-156,0.0515553,-8168,-9.74235,300,0.230434
64,23,6,0.0811825,-96,0.12356,-8192,-9.77139,300,0.230434
65,23,7,0.0824314,-136,0.0755568,-8172,-9.74719,280,0.20657
66,24,0,0.0836804,-120,0.0947581,-8168,-9.74235,272,0.197024
67,24,1,0.0849294,-120,0.0947581,-8168,-9.74235,328,0.263844
68,24,2,0.0861783,-156,0.0515553,-8156,-9.72784,256,0.177933
69,24,3,0.0874273,-140,0.0707565,-8192,-9.77139,300,0.230434
70,24,4,0.0886762,-136,0.0755568,-8184,-9.76171,316,0.249526
71,24,5,0.0899252,-112,0.104359,-8168,-9.74235,288,0.216116
72,24,6,0.0911742,-176,0.0275538,-8184,-9.76171,284,0.211343
73,24,7,0.0924231,-124,0.0899578,-8168,-9.74235,292,0.220888
74,25,0,0.0936721,-152,0.0563556,-8224,-9.8101,300,0.230434
75,25,1,0.0949211,-120,0.0947581,-8112,-9.67461,272,0.197024
76,25,2,0.09617,-128,0.0851575,-8176,-9.75203,276,0.201797
77,25,3,0.097419,-128,0.0851575,-8152,-9.723,300,0.230434
78,25,4,0.0986679,-96,0.12356,-8208,-9.79074,300,0.230434
79,25,5,0.0999169,-152,0.0563556,-8148,-9.71816,360,0.302027
80,25,6,0.101166,-104,0.113959,-8232,-9.81978,280,0.20657
81,25,7,0.102415,-116,0.0995584,-8224,-9.8101,284,0.211343
82,26,0,0.103664,-108,0.109159,-8184,-9.76171,280,0.20657
83,26,1,0.104913,-96,0.12356,-8216,-9.80042,232,0.149295
84,26,2,0.106162,-132,0.0803571,-8184,-9.76171,284,0.211343
85,26,3,0.107411,-132,0.0803571,-8200,-9.78107,256,0.177933
86,26,4,0.10866,-140,0.0707565,-8148,-9.71816,300,0.230434
87,26,5,0.109909,-140,0.0707565,-8168,-9.74235,272,0.197024
88,26,6,0.111158,-132,0.0803571,-8140,-9.70848,248,0.168387
89,26,7,0.112407,-120,0.0947581,-8168,-9.74235,280,0.20657
90,27,0,0.113655,-104,0.113959,-8184,-9.76171,316,0.249526
91,27,1,0.114904,-132,0.0803571,-8176,-9.75203,272,0.197024
92,27,2,0.116153,-144,0.0659562,-8184,-9.76171,256,0.177933
93,27,3,0.117402,-112,0.104359,-8176,-9.75203,280,0.20657
94,27,4,0.118651,-140,0.0707565,-8132,-9.6988,224,0.13975
