index, frame, sample, time, raw[0], cal[0]
0,10,0,0.00125018,1869,-2.87892
1,10,1,0.00250037,1868,-2.894
2,10,2,0.00375055,1867,-2.90908
3,10,3,0.00500074,1866,-2.92416
4,10,4,0.00625092,1865,-2.93923
5,10,5,0.00750111,1864,-2.95431
6,10,6,0.00875129,1863,-2.96939
7,10,7,0.0100015,1862,-2.98447
8,11,0,0.0112517,1861,-2.99955
9,11,1,0.0125018,1861,-2.99955
10,11,2,0.013752,1860,-3.01463
11,11,3,0.0150022,1859,-3.0297
12,11,4,0.0162524,1858,-3.04478
13,11,5,0.0175026,1857,-3.05986
14,11,6,0.0187528,1856,-3.07494
15,11,7,0.020003,1856,-3.07494
16,12,0,0.0212531,1854,-3.1051
17,12,1,0.0225033,1854,-3.1051
18,12,2,0.0237535,1853,-3.12017
19,12,3,0.0250037,1853,-3.12017
20,12,4,0.0262539,1852,-3.13525
21,12,5,0.0275041,1851,-3.15033
22,12,6,0.0287543,1850,-3.16541
23,12,7,0.0300044,1849,-3.18049
24,13,0,0.0312546,1848,-3.19557
25,13,1,0.0325048,1848,-3.19557
26,13,2,0.033755,1847,-3.21065
27,13,3,0.0350052,1846,-3.22572
28,13,4,0.0362554,1845,-3.2408
29,13,5,0.0375055,1845,-3.2408
30,13,6,0.0387557,1844,-3.25588
31,13,7,0.0400059,1843,-3.27096
32,14,0,0.0412561,1842,-3.28604
33,14,1,0.0425063,1842,-3.28604
34,14,2,0.0437565,1840,-3.31619
35,14,3,0.0450067,1840,-3.31619
36,14,4,0.0462568,1840,-3.31619
37,14,5,0.047507,1839,-3.33127
38,14,6,0.0487572,1838,-3.34635
39,14,7,0.0500074,1838,-3.34635
40,15,0,0.0512576,1836,-3.37651
41,15,1,0.0525078,1836,-3.37651
42,15,2,0.053758,1835,-3.39159
43,15,3,0.0550081,1835,-3.39159
44,15,4,0.0562583,1834,-3.40666
45,15,5,0.0575085,1834,-3.40666
46,15,6,0.0587587,1832,-3.43682
47,15,7,0.0600089,1832,-3.43682
48,16,0,0.0612591,1831,-3.4519
49,16,1,0.0625092,1831,-3.4519
50,16,2,0.0637594,1830,-3.46698
51,16,3,0.0650096,1830,-3.46698
52,16,4,0.0662598,1829,-3.48206
53,16,5,0.06751,1828,-3.49713
54,16,6,0.0687602,1828,-3.49713
55,16,7,0.0700104,1827,-3.51221
56,17,0,0.0712605,1826,-3.52729
57,17,1,0.0725107,1826,-3.52729
58,17,2,0.0737609,1825,-3.54237
59,17,3,0.0750111,1824,-3.55745
60,17,4,0.0762613,1824,-3.55745
61,17,5,0.0775115,1824,-3.55745
62,17,6,0.0787617,1822,-3.58761
63,17,7,0.0800118,1822,-3.58761
64,18,0,0.081262,1821,-3.60268
65,18,1,0.0825122,1822,-3.58761
66,18,2,0.0837624,1821,-3.60268
67,18,3,0.0850126,1820,-3.61776
68,18,4,0.0862628,1819,-3.63284
69,18,5,0.0875129,1819,-3.63284
70,18,6,0.0887631,1818,-3.64792
71,18,7,0.0900133,1818,-3.64792
72,19,0,0.0912635,1817,-3.663
73,19,1,0.0925137,1817,-3.663
74,19,2,0.0937639,1816,-3.67808
75,19,3,0.0950141,1816,-3.67808
76,19,4,0.0962642,1815,-3.69315
77,19,5,0.0975144,1815,-3.69315
78,19,6,0.0987646,1815,-3.69315
79,19,7,0.100015,1814,-3.70823
80,20,0,0.101265,1814,-3.70823
81,20,1,0.102515,1813,-3.72331
82,20,2,0.103765,1812,-3.73839
83,20,3,0.105016,1813,-3.72331
84,20,4,0.106266,1812,-3.73839
85,20,5,0.107516,1812,-3.73839
86,20,6,0.108766,1811,-3.75347
87,20,7,0.110016,1810,-3.76855
88,21,0,0.111266,1810,-3.76855
89,21,1,0.112517,1810,-3.76855
90,21,2,0.113767,1809,-3.78362
91,21,3,0.115017,1809,-3.78362
92,21,4,0.116267,1808,-3.7987
93,21,5,0.117517,1808,-3.7987
94,21,6,0.118768,1808,-3.7987
95,21,7,0.120018,1807,-3.81378
96,22,0,0.121268,1807,-3.81378
97,22,1,0.122518,1807,-3.81378
98,22,2,0.123768,1806,-3.82886
99,22,3,0.125018,1806,-3.82886
100,22,4,0.126269,1805,-3.84394
101,22,5,0.127519,1805,-3.84394
102,22,6,0.128769,1805,-3.84394
103,22,7,0.130019,1805,-3.84394
104,23,0,0.131269,1804,-3.85902
105,23,1,0.13252,1804,-3.85902
106,23,2,0.13377,1804,-3.85902
107,23,3,0.13502,1804,-3.85902
108,23,4,0.13627,1803,-3.8741
109,23,5,0.13752,1803,-3.8741
110,23,6,0.138771,1803,-3.8741
111,23,7,0.140021,1803,-3.8741
112,24,0,0.141271,1802,-3.88917
113,24,1,0.142521,1802,-3.88917
114,24,2,0.143771,1802,-3.88917
115,24,3,0.145021,1802,-3.88917
116,24,4,0.146272,1801,-3.90425
117,24,5,0.147522,1802,-3.88917
118,24,6,0.148772,1801,-3.90425
119,24,7,0.150022,1801,-3.90425
120,25,0,0.151272,1800,-3.91933
121,25,1,0.152523,1801,-3.90425
122,25,2,0.153773,1801,-3.90425
123,25,3,0.155023,1801,-3.90425
124,25,4,0.156273,1800,-3.91933
125,25,5,0.157523,1800,-3.91933
126,25,6,0.158773,1800,-3.91933
127,25,7,0.160024,1800,-3.91933
128,26,0,0.161274,1799,-3.93441
129,26,1,0.162524,1800,-3.91933
130,26,2,0.163774,1799,-3.93441
131,26,3,0.165024,1800,-3.91933
132,26,4,0.166275,1799,-3.93441
133,26,5,0.167525,1799,-3.93441
134,26,6,0.168775,1799,-3.93441
135,26,7,0.170025,1799,-3.93441
136,27,0,0.171275,1799,-3.93441
137,27,1,0.172526,1798,-3.94949
138,27,2,0.173776,1798,-3.94949
139,27,3,0.175026,1799,-3.93441
140,27,4,0.176276,1798,-3.94949
141,27,5,0.177526,1799,-3.93441
142,27,6,0.178776,1798,-3.94949
143,27,7,0.180027,1799,-3.93441
144,28,0,0.181277,1798,-3.94949
145,28,1,0.182527,1798,-3.94949
146,28,2,0.183777,1798,-3.94949
147,28,3,0.185027,1799,-3.93441
148,28,4,0.186278,1798,-3.94949
149,28,5,0.187528,1799,-3.93441
150,28,6,0.188778,1798,-3.94949
151,28,7,0.190028,1799,-3.93441
152,29,0,0.191278,1798,-3.94949
153,29,1,0.192528,1799,-3.93441
154,29,2,0.193779,1799,-3.93441
155,29,3,0.195029,1800,-3.91933
156,29,4,0.196279,1799,-3.93441
157,29,5,0.197529,1799,-3.93441
158,29,6,0.198779,1799,-3.93441
159,29,7,0.20003,1800,-3.91933
160,30,0,0.20128,1799,-3.93441
161,30,1,0.20253,1799,-3.93441
162,30,2,0.20378,1800,-3.91933
163,30,3,0.20503,1800,-3.91933
164,30,4,0.206281,1800,-3.91933
165,30,5,0.207531,1800,-3.91933
166,30,6,0.208781,1800,-3.91933
167,30,7,0.210031,1801,-3.90425
168,31,0,0.211281,1800,-3.91933
169,31,1,0.212531,1801,-3.90425
170,31,2,0.213782,1801,-3.90425
171,31,3,0.215032,1801,-3.90425
172,31,4,0.216282,1801,-3.90425
173,31,5,0.217532,1801,-3.90425
174,31,6,0.218782,1801,-3.90425
175,31,7,0.220033,1802,-3.88917
176,32,0,0.221283,1802,-3.88917
