index, frame, sample, time, raw[0], cal[0]
0,10,0,0.00125,1813,-3.72331
1,10,1,0.0025,1812,-3.73839
2,10,2,0.00375,1811,-3.75347
3,10,3,0.005,1811,-3.75347
4,10,4,0.00625,1810,-3.76855
5,10,5,0.0075,1809,-3.78362
6,10,6,0.00875,1809,-3.78362
7,10,7,0.01,1809,-3.78362
8,10,8,0.01125,1808,-3.7987
9,10,9,0.0125,1807,-3.81378
10,10,10,0.01375,1807,-3.81378
11,10,11,0.015,1807,-3.81378
12,11,0,0.01625,1813,-3.72331
13,11,1,0.0175,1812,-3.73839
14,11,2,0.01875,1811,-3.75347
15,11,3,0.02,1811,-3.75347
16,11,4,0.02125,1810,-3.76855
17,11,5,0.0225,1809,-3.78362
18,11,6,0.02375,1809,-3.78362
19,11,7,0.025,1809,-3.78362
20,11,8,0.02625,1808,-3.7987
21,11,9,0.0275,1807,-3.81378
22,11,10,0.02875,1807,-3.81378
23,11,11,0.03,1807,-3.81378
24,12,0,0.03125,1780,-4.2209
25,12,1,0.0325,1780,-4.2209
26,13,0,0.03375,1779,-4.23598
27,13,1,0.035,1779,-4.23598
28,13,2,0.03625,1778,-4.25106
29,13,3,0.0375,1779,-4.23598
30,13,4,0.03875,1778,-4.25106
31,13,5,0.04,1777,-4.26613
32,13,6,0.04125,1777,-4.26613
33,13,7,0.0425,1776,-4.28121
34,14,0,0.04375,1776,-4.28121
35,14,1,0.045,1775,-4.29629
36,14,2,0.04625,1774,-4.31137
37,14,3,0.0475,1774,-4.31137
38,14,4,0.04875,1774,-4.31137
39,14,5,0.05,1774,-4.31137
40,14,6,0.05125,1773,-4.32645
41,14,7,0.0525,1773,-4.32645
42,15,0,0.05375,1773,-4.32645
43,15,1,0.055,1772,-4.34153
44,15,2,0.05625,1771,-4.3566
45,15,3,0.0575,1771,-4.3566
46,15,4,0.05875,1770,-4.37168
47,15,5,0.06,1771,-4.3566
48,15,6,0.06125,1770,-4.37168
49,15,7,0.0625,1770,-4.37168
50,16,0,0.06375,1769,-4.38676
51,16,1,0.065,1769,-4.38676
52,16,2,0.06625,1769,-4.38676
53,16,3,0.0675,1769,-4.38676
54,16,4,0.06875,1768,-4.40184
55,16,5,0.07,1768,-4.40184
56,16,6,0.07125,1768,-4.40184
57,16,7,0.0725,1767,-4.41692
58,17,0,0.07375,1767,-4.41692
59,17,1,0.075,1767,-4.41692
60,17,2,0.07625,1766,-4.432
61,17,3,0.0775,1766,-4.432
62,17,4,0.07875,1766,-4.432
63,17,5,0.08,1766,-4.432
64,17,6,0.08125,1765,-4.44707
65,17,7,0.0825,1766,-4.432
66,18,0,0.08375,1765,-4.44707
67,18,1,0.085,1765,-4.44707
68,18,2,0.08625,1764,-4.46215
69,18,3,0.0875,1765,-4.44707
70,18,4,0.08875,1764,-4.46215
71,18,5,0.09,1764,-4.46215
72,18,6,0.09125,1763,-4.47723
73,18,7,0.0925,1764,-4.46215
74,19,0,0.09375,1763,-4.47723
75,19,1,0.095,1763,-4.47723
76,19,2,0.09625,1763,-4.47723
77,19,3,0.0975,1763,-4.47723
78,19,4,0.09875,1763,-4.47723
79,19,5,0.1,1763,-4.47723
80,19,6,0.10125,1762,-4.49231
81,19,7,0.1025,1762,-4.49231
82,20,0,0.10375,1762,-4.49231
83,20,1,0.105,1762,-4.49231
84,20,2,0.10625,1761,-4.50739
85,20,3,0.1075,1762,-4.49231
86,20,4,0.10875,1762,-4.49231
87,20,5,0.11,1761,-4.50739
88,20,6,0.11125,1761,-4.50739
89,20,7,0.1125,1761,-4.50739
90,21,0,0.11375,1761,-4.50739
91,21,1,0.115,1761,-4.50739
92,21,2,0.11625,1761,-4.50739
93,21,3,0.1175,1761,-4.50739
94,21,4,0.11875,1761,-4.50739
95,21,5,0.12,1762,-4.49231
96,21,6,0.12125,1761,-4.50739
97,21,7,0.1225,1761,-4.50739
98,22,0,0.12375,1761,-4.50739
99,22,1,0.125,1762,-4.49231
100,22,2,0.12625,1761,-4.50739
101,22,3,0.1275,1762,-4.49231
102,22,4,0.12875,1761,-4.50739
103,22,5,0.13,1761,-4.50739
104,22,6,0.13125,1761,-4.50739
105,22,7,0.1325,1762,-4.49231
106,23,0,0.13375,1761,-4.50739
107,23,1,0.135,1762,-4.49231
108,23,2,0.13625,1761,-4.50739
109,23,3,0.1375,1762,-4.49231
110,23,4,0.13875,1761,-4.50739
111,23,5,0.14,1762,-4.49231
112,23,6,0.14125,1762,-4.49231
113,23,7,0.1425,1762,-4.49231
114,24,0,0.14375,1762,-4.49231
115,24,1,0.145,1762,-4.49231
116,24,2,0.14625,1762,-4.49231
117,24,3,0.1475,1762,-4.49231
118,24,4,0.14875,1762,-4.49231
119,24,5,0.15,1762,-4.49231
120,24,6,0.15125,1762,-4.49231
121,24,7,0.1525,1763,-4.47723
122,25,0,0.15375,1763,-4.47723
123,25,1,0.155,1763,-4.47723
124,25,2,0.15625,1763,-4.47723
125,25,3,0.1575,1764,-4.46215
126,25,4,0.15875,1764,-4.46215
127,25,5,0.16,1764,-4.46215
128,25,6,0.16125,1764,-4.46215
129,25,7,0.1625,1765,-4.44707
130,26,0,0.16375,1764,-4.46215
131,26,1,0.165,1765,-4.44707
132,26,2,0.16625,1765,-4.44707
133,26,3,0.1675,1766,-4.432
134,26,4,0.16875,1765,-4.44707
135,26,5,0.17,1766,-4.432
136,26,6,0.17125,1766,-4.432
137,26,7,0.1725,1767,-4.41692
138,27,0,0.17375,1766,-4.432
139,27,1,0.175,1767,-4.41692
140,27,2,0.17625,1767,-4.41692
141,27,3,0.1775,1767,-4.41692
142,27,4,0.17875,1767,-4.41692
143,27,5,0.18,1768,-4.40184
144,27,6,0.18125,1768,-4.40184
145,27,7,0.1825,1769,-4.38676
146,28,0,0.18375,1768,-4.40184
147,28,1,0.185,1769,-4.38676
148,28,2,0.18625,1770,-4.37168
149,28,3,0.1875,1770,-4.37168
150,28,4,0.18875,1769,-4.38676
151,28,5,0.19,1770,-4.37168
152,28,6,0.19125,1770,-4.37168
153,28,7,0.1925,1771,-4.3566
154,29,0,0.19375,1771,-4.3566
155,29,1,0.195,1772,-4.34153
156,29,2,0.19625,1773,-4.32645
157,29,3,0.1975,1773,-4.32645
158,29,4,0.19875,1773,-4.32645
159,29,5,0.2,1773,-4.32645
160,29,6,0.20125,1773,-4.32645
161,29,7,0.2025,1774,-4.31137
162,30,0,0.20375,1774,-4.31137
163,30,1,0.205,1775,-4.29629
164,30,2,0.20625,1775,-4.29629
165,30,3,0.2075,1776,-4.28121
166,30,4,0.20875,1776,-4.28121
167,30,5,0.21,1776,-4.28121
168,30,6,0.21125,1776,-4.28121
169,30,7,0.2125,1778,-4.25106
170,31,0,0.21375,1777,-4.26613
171,31,1,0.215,1778,-4.25106
172,31,2,0.21625,1778,-4.25106
173,31,3,0.2175,1780,-4.2209
174,31,4,0.21875,1779,-4.23598
175,31,5,0.22,1781,-4.20582
176,31,6,0.22125,1781,-4.20582
177,31,7,0.2225,1782,-4.19074
178,32,0,0.22375,1781,-4.20582
179,32,1,0.225,1782,-4.19074
180,32,2,0.22625,1782,-4.19074
181,32,3,0.2275,1783,-4.17566
182,32,4,0.22875,1784,-4.16058
183,32,5,0.23,1784,-4.16058
184,32,6,0.23125,1785,-4.14551
185,32,7,0.2325,1785,-4.14551
186,33,0,0.23375,1785,-4.14551
187,33,1,0.235,1786,-4.13043
188,33,2,0.23625,1786,-4.13043
189,33,3,0.2375,1787,-4.11535
190,33,4,0.23875,1788,-4.10027
191,33,5,0.24,1788,-4.10027
192,33,6,0.24125,1788,-4.10027
193,33,7,0.2425,1789,-4.08519
194,34,0,0.24375,1790,-4.07011
195,34,1,0.245,1790,-4.07011
196,34,2,0.24625,1790,-4.07011
197,34,3,0.2475,1791,-4.05504
198,34,4,0.24875,1791,-4.05504
199,34,5,0.25,1792,-4.03996
200,34,6,0.25125,1791,-4.05504
201,34,7,0.2525,1793,-4.02488
202,35,0,0.25375,1793,-4.02488
203,35,1,0.255,1793,-4.02488
204,35,2,0.25625,1793,-4.02488
205,35,3,0.2575,1794,-4.0098
206,35,4,0.25875,1795,-3.99472
207,35,5,0.26,1796,-3.97964
208,35,6,0.26125,1796,-3.97964
209,35,7,0.2625,1797,-3.96457
210,36,0,0.26375,1797,-3.96457
211,36,1,0.265,1798,-3.94949
212,36,2,0.26625,1798,-3.94949
213,36,3,0.2675,1799,-3.93441
214,36,4,0.26875,1800,-3.91933
215,36,5,0.27,1801,-3.90425
216,36,6,0.27125,1801,-3.90425
217,36,7,0.2725,1802,-3.88917
218,37,0,0.27375,1802,-3.88917
219,37,1,0.275,1803,-3.8741
220,37,2,0.27625,1804,-3.85902
221,37,3,0.2775,1804,-3.85902
222,37,4,0.27875,1805,-3.84394
223,37,5,0.28,1806,-3.82886
224,37,6,0.28125,1806,-3.82886
225,37,7,0.2825,1807,-3.81378
226,38,0,0.28375,1807,-3.81378
227,38,1,0.285,1808,-3.7987
228,38,2,0.28625,1809,-3.78362
229,38,3,0.2875,1809,-3.78362
230,38,4,0.28875,1810,-3.76855
231,38,5,0.29,1811,-3.75347
232,38,6,0.29125,1811,-3.75347
233,38,7,0.2925,1813,-3.72331
234,39,0,0.29375,1813,-3.72331
235,39,1,0.295,1813,-3.72331
236,39,2,0.29625,1814,-3.70823
237,39,3,0.2975,1814,-3.70823
238,39,4,0.29875,1815,-3.69315
239,39,5,0.3,1816,-3.67808
240,39,6,0.30125,1816,-3.67808
241,39,7,0.3025,1817,-3.663
242,40,0,0.30375,1818,-3.64792
243,40,1,0.305,1819,-3.63284
244,40,2,0.30625,1819,-3.63284
245,40,3,0.3075,1820,-3.61776
246,40,4,0.30875,1820,-3.61776
247,40,5,0.31,1821,-3.60268
248,40,6,0.31125,1821,-3.60268
249,40,7,0.3125,1822,-3.58761
250,41,0,0.31375,1823,-3.57253
251,41,1,0.315,1823,-3.57253
252,41,2,0.31625,1824,-3.55745
253,41,3,0.3175,1825,-3.54237
254,41,4,0.31875,1825,-3.54237
255,41,5,0.32,1827,-3.51221
256,41,6,0.32125,1827,-3.51221
257,41,7,0.3225,1828,-3.49713
258,42,0,0.32375,1828,-3.49713
259,42,1,0.325,1829,-3.48206
260,42,2,0.32625,1830,-3.46698
261,42,3,0.3275,1831,-3.4519
262,42,4,0.32875,1831,-3.4519
263,42,5,0.33,1832,-3.43682
264,42,6,0.33125,1832,-3.43682
265,42,7,0.3325,1833,-3.42174
266,43,0,0.33375,1833,-3.42174
267,43,1,0.335,1834,-3.40666
268,43,2,0.33625,1835,-3.39159
269,43,3,0.3375,1836,-3.37651
270,43,4,0.33875,1835,-3.39159
271,43,5,0.34,1837,-3.36143
272,43,6,0.34125,1837,-3.36143
273,43,7,0.3425,1838,-3.34635
274,44,0,0.34375,1838,-3.34635
275,44,1,0.345,1839,-3.33127
276,44,2,0.34625,1839,-3.33127
277,44,3,0.3475,1841,-3.30112
278,44,4,0.34875,1841,-3.30112
279,44,5,0.35,1841,-3.30112
280,44,6,0.35125,1841,-3.30112
281,44,7,0.3525,1843,-3.27096
282,45,0,0.35375,1843,-3.27096
283,45,1,0.355,1844,-3.25588
284,45,2,0.35625,1844,-3.25588
285,45,3,0.3575,1845,-3.2408
286,45,4,0.35875,1845,-3.2408
287,45,5,0.36,1846,-3.22572
288,45,6,0.36125,1846,-3.22572
289,45,7,0.3625,1847,-3.21065
290,46,0,0.36375,1847,-3.21065
291,46,1,0.365,1849,-3.18049
292,46,2,0.36625,1848,-3.19557
293,46,3,0.3675,1849,-3.18049
294,46,4,0.36875,1850,-3.16541
295,46,5,0.37,1850,-3.16541
296,46,6,0.37125,1851,-3.15033
297,46,7,0.3725,1851,-3.15033
298,47,0,0.37375,1852,-3.13525
299,47,1,0.375,1853,-3.12017
300,47,2,0.37625,1852,-3.13525
301,47,3,0.3775,1853,-3.12017
302,47,4,0.37875,1854,-3.1051
303,47,5,0.38,1855,-3.09002
304,47,6,0.38125,1855,-3.09002
305,47,7,0.3825,1855,-3.09002
306,48,0,0.38375,1856,-3.07494
307,48,1,0.385,1856,-3.07494
308,48,2,0.38625,1856,-3.07494
309,48,3,0.3875,1857,-3.05986
310,48,4,0.38875,1858,-3.04478
311,48,5,0.39,1859,-3.0297
312,48,6,0.39125,1859,-3.0297
313,48,7,0.3925,1859,-3.0297
314,49,0,0.39375,1860,-3.01463
315,49,1,0.395,1860,-3.01463
316,49,2,0.39625,1860,-3.01463
317,49,3,0.3975,1861,-2.99955
318,49,4,0.39875,1861,-2.99955
319,49,5,0.4,1862,-2.98447
320,49,6,0.40125,1862,-2.98447
321,49,7,0.4025,1862,-2.98447
322,50,0,0.40375,1863,-2.96939
323,50,1,0.405,1864,-2.95431
324,50,2,0.40625,1864,-2.95431
325,50,3,0.4075,1865,-2.93923
326,50,4,0.40875,1864,-2.95431
327,50,5,0.41,1865,-2.93923
328,50,6,0.41125,1865,-2.93923
329,50,7,0.4125,1866,-2.92416
330,51,0,0.41375,1866,-2.92416
331,51,1,0.415,1866,-2.92416
332,51,2,0.41625,1866,-2.92416
333,51,3,0.4175,1867,-2.90908
334,51,4,0.41875,1867,-2.90908
335,51,5,0.42,1868,-2.894
336,51,6,0.42125,1868,-2.894
337,51,7,0.4225,1869,-2.87892
338,52,0,0.42375,1868,-2.894
339,52,1,0.425,1870,-2.86384
340,52,2,0.42625,1869,-2.87892
341,52,3,0.4275,1869,-2.87892
